Match ID,Tournament,Year,Round,Surface,Player 1 Name,Player 2 Name,Player 1 Rank,Player 2 Rank,Winner,Score,Match Duration
M0374,Wimbledon,2002,Second Round,Grass,Roger Alcaraz,Andy Murray,67,37,Andy Murray,"6-1, 6-4, 7-6",163
M0375,Australian Open,2022,Semifinal,Clay,Rafael Djokovic,Novak Medvedev,87,48,Novak Medvedev,"6-2, 6-3, 7-6, 7-6, 6-1",140
M0376,US Open,2008,Third Round,Grass,John Federer,John Murray,82,60,John Murray,"6-0, 6-4, 6-0, 6-2, 7-5",129
M0377,French Open,2016,Third Round,Grass,Roger Nadal,Pete Alcaraz,48,14,Pete Alcaraz,"7-6, 7-6, 6-4, 6-2",102
M0378,Wimbledon,2015,Semifinal,Clay,Stefanos Djokovic,Andy Alcaraz,100,99,Andy Alcaraz,"6-0, 6-1, 6-0, 6-1, 7-6",167
M0379,Australian Open,2021,Semifinal,Clay,Roger Djokovic,John Alcaraz,28,14,John Alcaraz,"6-0, 6-4, 6-2, 6-1",140
M0380,US Open,2017,Semifinal,Hard,Pete Federer,Carlos Sampras,22,78,Pete Federer,"6-4, 7-5, 6-3, 7-6, 6-4",112
M0381,US Open,2009,Semifinal,Grass,Daniil Medvedev,Roger McEnroe,65,83,Daniil Medvedev,"6-1, 6-1, 7-6, 7-5",125
M0382,Australian Open,2022,Second Round,Grass,Stefanos Becker,Rafael Nadal,97,81,Rafael Nadal,"6-3, 7-6, 6-3, 6-2, 6-0",110
M0383,Wimbledon,2023,Quarterfinal,Hard,Daniil Sampras,John Medvedev,3,44,Daniil Sampras,"6-4, 6-4, 6-3, 6-0, 6-2",126
M0384,US Open,2017,First Round,Grass,Stefanos Federer,Carlos Nadal,18,42,Stefanos Federer,"7-5, 7-6, 6-1",173
M0385,Wimbledon,2001,Final,Hard,Daniil Murray,Pete Murray,20,14,Pete Murray,"6-3, 6-3, 6-3",119
M0386,French Open,2004,Second Round,Clay,Boris Becker,John Sampras,98,19,John Sampras,"6-0, 6-2, 6-4",240
M0387,French Open,2016,Final,Clay,Carlos Alcaraz,Boris Alcaraz,87,14,Boris Alcaraz,"7-5, 6-3, 6-0",164
M0388,French Open,2022,Third Round,Grass,Daniil Federer,Daniil Alcaraz,65,4,Daniil Alcaraz,"7-5, 6-4, 6-0",107
M0389,Australian Open,2017,Third Round,Grass,Stefanos Federer,John Federer,68,53,John Federer,"6-3, 6-0, 6-1",147
M0390,Australian Open,2009,Quarterfinal,Grass,Novak Becker,Pete Alcaraz,1,30,Novak Becker,"7-6, 7-6, 6-1, 6-1, 7-6",152
M0391,French Open,2004,Final,Clay,Boris Murray,John Medvedev,60,78,Boris Murray,"7-5, 7-5, 6-3, 6-0",236
M0392,Wimbledon,2006,Third Round,Clay,Rafael Medvedev,Roger Djokovic,73,1,Roger Djokovic,"7-6, 7-5, 6-2",127
M0393,Wimbledon,2010,Final,Clay,Pete McEnroe,Daniil Tsitsipas,85,74,Daniil Tsitsipas,"6-2, 6-2, 6-0, 6-4",130
M0394,French Open,2012,Second Round,Grass,Stefanos Medvedev,Stefanos Federer,74,93,Stefanos Medvedev,"7-6, 6-0, 6-3",104
M0395,Wimbledon,2000,Second Round,Hard,Andy McEnroe,Boris Murray,62,56,Boris Murray,"7-6, 6-0, 6-1, 6-1",129
M0396,Wimbledon,2018,Semifinal,Grass,Boris Sampras,Stefanos Federer,71,4,Stefanos Federer,"7-5, 6-2, 6-0, 6-2, 6-0",167
M0397,French Open,2007,Final,Hard,Daniil Murray,Stefanos Nadal,60,55,Stefanos Nadal,"6-4, 7-5, 6-0",91
M0398,French Open,2003,Final,Grass,Novak McEnroe,Carlos Federer,87,77,Carlos Federer,"6-1, 6-1, 7-6",131
M0399,French Open,2016,Second Round,Clay,Boris Medvedev,John Federer,48,39,John Federer,"6-0, 6-3, 7-6",145
M0400,Wimbledon,2002,Quarterfinal,Hard,Roger McEnroe,Roger Alcaraz,55,65,Roger McEnroe,"7-5, 7-6, 6-1, 6-2, 7-6",109
M0401,US Open,2023,Second Round,Hard,Daniil McEnroe,Stefanos Becker,63,16,Stefanos Becker,"6-1, 7-6, 6-2",112
M0402,Australian Open,2003,Quarterfinal,Hard,Boris Nadal,John Federer,5,28,Boris Nadal,"7-6, 6-2, 6-4",91
M0403,French Open,2007,First Round,Grass,Andy Alcaraz,Boris McEnroe,4,3,Boris McEnroe,"6-4, 6-4, 6-3, 7-6",133
M0404,US Open,2009,First Round,Grass,Carlos Murray,Rafael McEnroe,60,33,Rafael McEnroe,"6-4, 6-0, 7-6",144
M0405,Australian Open,2006,Final,Clay,Carlos Federer,Boris Tsitsipas,27,76,Carlos Federer,"6-3, 6-0, 7-6",207
M0406,Wimbledon,2022,Final,Clay,Stefanos Federer,Daniil Medvedev,31,29,Daniil Medvedev,"6-3, 6-3, 6-1, 7-6, 6-0",136
M0407,Wimbledon,2018,Third Round,Grass,Novak Djokovic,Rafael Medvedev,68,92,Novak Djokovic,"6-1, 6-0, 7-6, 6-0",172
M0408,French Open,2018,Second Round,Clay,Andy Medvedev,Boris Alcaraz,85,59,Boris Alcaraz,"6-1, 7-5, 7-5, 7-6",134
M0409,US Open,2012,Quarterfinal,Hard,Novak Djokovic,Rafael Murray,59,75,Novak Djokovic,"6-0, 7-6, 6-0, 7-5",121
M0410,French Open,2021,Second Round,Clay,John Tsitsipas,Carlos Becker,97,26,Carlos Becker,"6-2, 7-6, 6-4, 6-4",163
M0411,Australian Open,2018,First Round,Hard,Novak Federer,Carlos Alcaraz,65,96,Novak Federer,"6-2, 6-1, 6-0, 6-2",126
M0412,US Open,2001,Semifinal,Clay,Daniil Alcaraz,Novak Becker,64,51,Novak Becker,"6-0, 6-0, 6-3, 6-4",227
M0413,French Open,2000,Quarterfinal,Clay,Andy McEnroe,Roger Sampras,74,36,Roger Sampras,"6-3, 6-0, 6-3, 6-0, 6-1",194
M0414,French Open,2019,Final,Hard,Andy Becker,Daniil McEnroe,72,6,Daniil McEnroe,"7-6, 6-3, 6-2, 6-1, 6-1",110
M0415,US Open,2001,Final,Clay,Stefanos Murray,Pete Federer,22,58,Stefanos Murray,"6-2, 6-3, 6-0, 7-5, 6-0",193
M0416,US Open,2019,Semifinal,Clay,Pete Tsitsipas,Andy Becker,24,98,Pete Tsitsipas,"7-5, 6-3, 7-5",181
M0417,French Open,2008,Final,Hard,Pete Becker,Stefanos Federer,60,9,Stefanos Federer,"6-1, 6-0, 6-0, 6-2, 6-2",107
M0418,Wimbledon,2000,Final,Clay,John Djokovic,Stefanos Federer,68,40,Stefanos Federer,"6-4, 6-4, 6-0, 6-1",217
M0419,French Open,2023,Semifinal,Clay,Daniil Murray,Stefanos Federer,37,81,Daniil Murray,"6-2, 6-4, 7-5, 6-1, 6-2",222
M0420,US Open,2005,Semifinal,Hard,Novak Sampras,Stefanos Alcaraz,2,74,Novak Sampras,"6-1, 6-0, 6-2, 7-6",108
M0421,Australian Open,2023,Third Round,Clay,Daniil Tsitsipas,Andy Nadal,48,4,Andy Nadal,"6-1, 6-2, 6-3",166
M0422,French Open,2010,First Round,Hard,Novak Medvedev,Carlos Nadal,18,58,Novak Medvedev,"6-0, 6-2, 6-2",108
M0423,US Open,2015,Third Round,Hard,Boris Nadal,Daniil Medvedev,89,91,Boris Nadal,"6-2, 6-0, 6-0, 7-5",129
M0424,US Open,2004,Second Round,Clay,Rafael Alcaraz,Novak McEnroe,73,36,Novak McEnroe,"6-4, 6-0, 6-1",180
M0425,French Open,2018,First Round,Hard,Boris Alcaraz,Novak Sampras,4,3,Novak Sampras,"6-4, 7-6, 6-3",118
M0426,French Open,2022,Quarterfinal,Clay,Pete Federer,Rafael Tsitsipas,1,36,Pete Federer,"6-2, 6-3, 6-2, 6-1, 6-3",132
M0427,Wimbledon,2015,Second Round,Grass,Daniil Djokovic,Daniil Federer,94,72,Daniil Federer,"6-0, 6-2, 6-4, 7-5",106
M0428,Wimbledon,2002,First Round,Hard,Andy Becker,Stefanos Alcaraz,25,65,Andy Becker,"6-4, 7-6, 7-6",123
M0429,US Open,2003,Final,Clay,Rafael McEnroe,Rafael Nadal,78,60,Rafael Nadal,"6-1, 6-1, 6-2, 6-3, 6-1",211
M0430,French Open,2018,Semifinal,Hard,Pete Becker,Novak Alcaraz,37,62,Pete Becker,"7-6, 6-4, 6-3",141
M0431,US Open,2000,Second Round,Clay,Novak Djokovic,Novak Murray,64,11,Novak Murray,"7-6, 6-0, 6-1, 6-4",203
M0432,Australian Open,2022,Third Round,Grass,Boris McEnroe,Boris Tsitsipas,11,63,Boris McEnroe,"6-3, 6-2, 6-0",119
M0433,US Open,2010,Semifinal,Hard,Daniil Djokovic,Carlos Djokovic,71,83,Daniil Djokovic,"6-1, 6-3, 6-2",143
M0434,Wimbledon,2010,Semifinal,Grass,Carlos Murray,Rafael Murray,59,85,Carlos Murray,"6-3, 7-5, 6-0",121
M0435,French Open,2008,Third Round,Clay,Pete Alcaraz,Novak McEnroe,47,42,Novak McEnroe,"6-0, 7-6, 6-1, 6-2",227
M0436,French Open,2002,Final,Hard,Novak Nadal,Novak Nadal,89,16,Novak Nadal,"6-3, 7-6, 7-6, 6-0",130
M0437,French Open,2015,Final,Hard,Novak Nadal,Andy Federer,42,93,Novak Nadal,"6-4, 7-5, 6-3",121
M0438,Wimbledon,2002,Semifinal,Grass,Stefanos Medvedev,Stefanos Nadal,58,43,Stefanos Nadal,"7-6, 7-6, 7-5, 6-2, 7-5",163
M0439,US Open,2023,Semifinal,Hard,Rafael Nadal,Stefanos Federer,54,4,Stefanos Federer,"6-0, 6-0, 6-0, 6-0, 6-3",137
M0440,US Open,2003,Quarterfinal,Hard,Andy McEnroe,Carlos McEnroe,15,61,Andy McEnroe,"6-0, 6-2, 6-3",104
M0441,French Open,2004,Final,Grass,Boris Djokovic,Boris Medvedev,10,53,Boris Djokovic,"6-3, 7-5, 6-2, 6-1",145
M0442,Wimbledon,2001,Semifinal,Hard,Carlos Nadal,Daniil McEnroe,54,42,Daniil McEnroe,"6-3, 6-1, 6-0, 6-0",108
M0443,Wimbledon,2003,Third Round,Hard,Rafael Alcaraz,Stefanos Federer,93,60,Stefanos Federer,"6-3, 7-5, 7-5, 7-5, 6-1",98
M0444,Wimbledon,2005,First Round,Clay,Stefanos Becker,Andy Murray,33,34,Stefanos Becker,"6-2, 6-2, 6-4, 6-2, 6-2",186
M0445,French Open,2010,Final,Grass,Roger Medvedev,Daniil Alcaraz,61,55,Daniil Alcaraz,"6-4, 7-6, 6-3",144
M0446,French Open,2001,Second Round,Clay,Daniil Medvedev,Rafael Murray,71,9,Rafael Murray,"7-5, 6-0, 7-5, 6-0",141
M0447,Australian Open,2014,Semifinal,Hard,Roger Alcaraz,Daniil Alcaraz,94,77,Daniil Alcaraz,"6-4, 7-5, 6-2, 7-5",106
M0448,Australian Open,2021,First Round,Grass,Carlos Murray,Andy Becker,12,2,Andy Becker,"6-1, 7-6, 6-3, 6-3, 7-6",123
M0449,Wimbledon,2023,Second Round,Grass,John Murray,Andy Sampras,32,48,John Murray,"6-0, 6-3, 6-1, 6-0",128
M0450,Wimbledon,2010,First Round,Hard,Carlos Alcaraz,Pete Tsitsipas,81,13,Pete Tsitsipas,"6-0, 6-0, 6-3, 6-4, 7-6",127
M0451,US Open,2001,Final,Hard,Rafael Federer,Rafael Sampras,32,64,Rafael Federer,"7-5, 7-5, 7-5",131
M0452,French Open,2008,Second Round,Grass,John Tsitsipas,Daniil Sampras,99,50,Daniil Sampras,"6-1, 6-2, 6-2, 7-6",174
M0453,Wimbledon,2017,Semifinal,Clay,Rafael Medvedev,John Alcaraz,21,85,Rafael Medvedev,"6-4, 6-1, 6-1, 6-0",196
M0454,Wimbledon,2002,Third Round,Hard,Novak McEnroe,Rafael Djokovic,14,7,Rafael Djokovic,"7-5, 6-1, 6-3, 7-6, 6-2",97
M0455,French Open,2009,Quarterfinal,Hard,Novak Tsitsipas,Novak McEnroe,94,45,Novak McEnroe,"7-5, 6-3, 7-6, 6-4, 6-4",127
M0456,Wimbledon,2001,Second Round,Grass,Rafael Djokovic,Pete Nadal,54,41,Pete Nadal,"6-2, 7-5, 6-4, 6-4, 6-3",131
M0457,French Open,2016,Third Round,Hard,Stefanos Murray,Andy Becker,60,86,Stefanos Murray,"7-5, 6-2, 7-5",105
M0458,Australian Open,2002,First Round,Grass,Roger Becker,Rafael Becker,86,14,Rafael Becker,"6-4, 7-6, 6-4, 6-3, 6-3",159
M0459,Wimbledon,2023,First Round,Hard,John Tsitsipas,Carlos Sampras,4,35,John Tsitsipas,"6-3, 7-6, 6-1, 6-1",103
M0460,Australian Open,2003,Third Round,Clay,Roger Federer,Pete McEnroe,82,15,Pete McEnroe,"6-3, 6-3, 6-1, 6-3, 6-2",210
M0461,French Open,2015,Second Round,Clay,Andy McEnroe,John Sampras,53,92,Andy McEnroe,"6-4, 6-4, 7-6, 6-2, 7-6",221
M0462,Wimbledon,2009,First Round,Grass,Roger Medvedev,Stefanos Murray,27,38,Roger Medvedev,"6-3, 7-6, 6-2",156
M0463,French Open,2023,Third Round,Grass,Stefanos Nadal,Carlos McEnroe,42,7,Carlos McEnroe,"6-0, 6-3, 6-1",109
M0464,Australian Open,2013,Third Round,Grass,Roger Murray,John McEnroe,78,65,John McEnroe,"6-2, 6-3, 6-1",142
M0465,Wimbledon,2000,Quarterfinal,Clay,Carlos Murray,Boris Federer,73,8,Boris Federer,"7-6, 7-5, 6-2, 6-4",183
M0466,French Open,2020,Final,Grass,Roger Djokovic,Roger Becker,85,76,Roger Becker,"6-2, 6-3, 6-2",153
M0467,US Open,2000,Third Round,Grass,Rafael Federer,Roger Tsitsipas,79,77,Roger Tsitsipas,"6-1, 7-5, 6-3, 6-0",168
M0468,US Open,2019,First Round,Hard,Rafael Becker,Boris McEnroe,90,25,Boris McEnroe,"6-3, 7-6, 7-5, 6-2, 6-0",129
M0469,French Open,2018,Quarterfinal,Hard,Andy McEnroe,Boris Nadal,50,82,Andy McEnroe,"6-4, 7-5, 6-1, 6-3, 6-1",140
M0470,French Open,2015,Semifinal,Hard,John Tsitsipas,Rafael Alcaraz,89,2,Rafael Alcaraz,"7-6, 7-6, 6-1, 6-0",150
M0471,Australian Open,2020,Quarterfinal,Clay,Daniil Alcaraz,John Tsitsipas,7,85,Daniil Alcaraz,"7-6, 6-1, 6-0",164
M0472,Australian Open,2023,Final,Hard,Novak Federer,Roger Murray,15,64,Novak Federer,"6-3, 6-3, 6-3, 6-1",120
M0473,US Open,2006,Third Round,Clay,Daniil Sampras,John Federer,90,61,John Federer,"6-4, 7-5, 6-3, 6-2, 7-5",204
M0474,Wimbledon,2019,Semifinal,Hard,Andy Medvedev,Novak Nadal,15,96,Andy Medvedev,"6-4, 6-3, 6-2",124
M0475,French Open,2018,First Round,Hard,Novak McEnroe,John Becker,30,50,Novak McEnroe,"7-5, 6-3, 6-0, 7-6",136
M0476,Australian Open,2001,Second Round,Grass,Novak Tsitsipas,Novak Djokovic,92,28,Novak Djokovic,"6-1, 6-0, 7-5",176
M0477,US Open,2004,Second Round,Grass,Novak Tsitsipas,John Tsitsipas,46,91,Novak Tsitsipas,"7-6, 7-6, 6-3, 6-4, 7-5",144
M0478,Australian Open,2009,Quarterfinal,Clay,John Nadal,Daniil Medvedev,27,83,John Nadal,"6-2, 6-0, 6-3, 6-1",186
M0479,Wimbledon,2018,Final,Clay,John McEnroe,Daniil Sampras,66,89,John McEnroe,"7-6, 7-5, 6-0, 6-2, 6-4",128
M0480,Wimbledon,2012,Second Round,Clay,Carlos Sampras,Novak Sampras,86,95,Carlos Sampras,"7-5, 7-6, 6-2, 7-6, 6-0",172
M0481,French Open,2007,Quarterfinal,Clay,Pete Federer,Andy Djokovic,25,57,Pete Federer,"6-2, 6-4, 6-0, 7-6, 7-6",157
M0482,US Open,2000,Second Round,Clay,Daniil McEnroe,Daniil Nadal,18,15,Daniil Nadal,"6-1, 7-5, 6-0",189
M0483,Wimbledon,2017,Third Round,Clay,Andy Djokovic,Rafael Djokovic,17,51,Andy Djokovic,"6-1, 7-5, 6-2, 7-6",181
M0484,Australian Open,2003,First Round,Hard,John Medvedev,Rafael Nadal,94,61,Rafael Nadal,"7-6, 6-0, 6-3, 7-6, 6-3",107
M0485,French Open,2009,First Round,Clay,John Djokovic,Roger Federer,5,73,John Djokovic,"6-2, 6-0, 6-2",193
M0486,Australian Open,2007,Second Round,Hard,Pete Murray,Pete McEnroe,94,17,Pete McEnroe,"7-5, 6-3, 7-6, 6-3, 7-5",116
M0487,French Open,2006,First Round,Clay,Andy Nadal,Stefanos Tsitsipas,91,63,Stefanos Tsitsipas,"6-2, 6-0, 7-6, 6-0, 6-0",185
M0488,US Open,2012,Final,Grass,Stefanos Federer,Andy Tsitsipas,11,48,Stefanos Federer,"6-1, 6-3, 6-2, 6-0, 7-5",172
M0489,US Open,2010,First Round,Grass,Novak Djokovic,John Nadal,21,49,Novak Djokovic,"7-6, 6-4, 6-4, 6-4, 6-2",159
M0490,Australian Open,2000,Quarterfinal,Clay,John Murray,Novak Becker,41,10,Novak Becker,"6-1, 7-6, 7-5, 6-4, 7-6",238
M0491,French Open,2020,Semifinal,Hard,Carlos Nadal,Pete Murray,66,37,Pete Murray,"6-1, 7-6, 6-1, 6-3",123
M0492,Wimbledon,2007,Semifinal,Clay,Daniil Becker,Rafael Medvedev,93,64,Rafael Medvedev,"6-2, 7-6, 6-4",137
M0493,French Open,2023,Third Round,Hard,Novak Medvedev,John Djokovic,66,62,John Djokovic,"6-2, 6-0, 6-1, 6-1, 7-6",129
M0494,Wimbledon,2018,Final,Hard,Stefanos Tsitsipas,Carlos Federer,71,49,Carlos Federer,"6-3, 6-1, 6-1",127
M0495,French Open,2002,Semifinal,Clay,Novak Tsitsipas,Carlos Federer,92,67,Carlos Federer,"6-3, 7-5, 6-4, 6-4",175
M0496,French Open,2013,Final,Hard,Roger Medvedev,Carlos Djokovic,73,34,Carlos Djokovic,"7-6, 6-3, 6-1, 6-1",102
M0497,US Open,2008,Semifinal,Grass,Carlos Sampras,Carlos Tsitsipas,73,34,Carlos Tsitsipas,"6-3, 6-1, 6-3, 6-4",127
M0498,US Open,2014,Third Round,Clay,Andy Becker,Boris Murray,9,47,Andy Becker,"6-2, 7-6, 7-6, 7-6",127
M0499,French Open,2022,First Round,Grass,Daniil Djokovic,Pete Sampras,77,27,Pete Sampras,"6-0, 7-5, 6-4, 6-0",167
M0500,US Open,2022,Third Round,Grass,Roger Tsitsipas,John Nadal,29,22,John Nadal,"6-4, 6-2, 6-3",119
M0501,French Open,2010,Semifinal,Clay,Novak McEnroe,Novak Becker,78,64,Novak Becker,"6-2, 6-1, 6-1, 7-6",231
M0502,French Open,2007,Quarterfinal,Clay,Rafael Becker,Boris Alcaraz,66,34,Boris Alcaraz,"7-5, 7-5, 6-3, 6-4",176
M0503,Australian Open,2002,Third Round,Clay,Novak Becker,Rafael Becker,62,45,Rafael Becker,"7-6, 6-4, 6-1",157
M0504,Australian Open,2005,Final,Clay,Andy Becker,John Sampras,56,52,John Sampras,"6-4, 6-0, 6-0",166
M0505,French Open,2008,Final,Hard,Boris Becker,Roger Alcaraz,76,53,Roger Alcaraz,"6-4, 7-5, 6-2, 7-6, 6-1",136
M0506,Wimbledon,2006,Second Round,Hard,Novak Nadal,Rafael Becker,58,23,Rafael Becker,"6-4, 6-2, 7-5, 6-1, 6-1",140
M0507,French Open,2008,Semifinal,Grass,Roger Alcaraz,Rafael Medvedev,60,97,Roger Alcaraz,"6-2, 6-4, 6-0, 7-6, 6-0",160
M0508,Wimbledon,2022,Final,Clay,Stefanos Alcaraz,Carlos Becker,90,96,Stefanos Alcaraz,"6-4, 6-4, 6-0",142
M0509,Wimbledon,2023,Final,Grass,Pete Djokovic,Stefanos McEnroe,3,66,Pete Djokovic,"7-6, 6-4, 7-6, 6-0",149
M0510,Australian Open,2018,Third Round,Clay,Novak Federer,Novak Murray,12,96,Novak Federer,"6-0, 6-1, 7-5, 6-4, 6-1",234
M0511,US Open,2014,First Round,Hard,Andy Tsitsipas,Carlos Becker,58,26,Carlos Becker,"6-1, 6-1, 6-1",150
M0512,US Open,2015,Semifinal,Hard,Roger Djokovic,Roger Murray,83,48,Roger Murray,"6-4, 6-1, 6-1, 6-2",111
M0513,French Open,2003,Semifinal,Grass,Boris Sampras,Stefanos Becker,63,4,Stefanos Becker,"6-0, 6-1, 6-0",174
M0514,French Open,2001,First Round,Clay,Pete Medvedev,Novak McEnroe,22,99,Pete Medvedev,"6-1, 6-4, 7-6",210
M0515,US Open,2022,Third Round,Clay,Andy Federer,Boris Alcaraz,26,67,Andy Federer,"7-6, 6-4, 6-3, 6-0",150
M0516,US Open,2001,Second Round,Hard,Novak Sampras,Rafael McEnroe,47,98,Novak Sampras,"6-1, 6-2, 6-3, 6-3",143
M0517,French Open,2004,Third Round,Hard,Daniil Djokovic,Roger Nadal,44,28,Roger Nadal,"6-0, 6-4, 6-4",120
M0518,French Open,2008,Third Round,Grass,Carlos Sampras,Boris Alcaraz,70,36,Boris Alcaraz,"6-4, 7-5, 7-6, 6-0",157
M0519,French Open,2003,First Round,Grass,Pete Alcaraz,Roger Becker,34,11,Roger Becker,"6-3, 6-2, 6-0, 6-4",126
M0520,Wimbledon,2021,Quarterfinal,Grass,John Sampras,Stefanos Tsitsipas,64,14,Stefanos Tsitsipas,"7-6, 6-4, 7-6",102
M0521,US Open,2012,Semifinal,Hard,Boris Nadal,Andy Djokovic,14,14,Andy Djokovic,"7-5, 6-2, 6-0",133
M0522,Wimbledon,2009,Quarterfinal,Hard,Pete Federer,Pete Becker,98,88,Pete Becker,"7-5, 6-0, 6-3, 6-4",129
M0523,US Open,2000,Quarterfinal,Clay,Stefanos Becker,Carlos Alcaraz,18,5,Carlos Alcaraz,"6-0, 7-6, 7-6, 6-2",219
M0524,US Open,2020,Second Round,Hard,Andy Tsitsipas,John Medvedev,8,54,Andy Tsitsipas,"6-1, 7-6, 7-6, 6-2, 6-1",96
M0525,French Open,2016,Final,Clay,Rafael Federer,Rafael Djokovic,40,18,Rafael Djokovic,"7-5, 7-6, 6-0, 7-5, 6-2",143
M0526,US Open,2006,Semifinal,Grass,Boris Medvedev,Rafael Tsitsipas,15,7,Rafael Tsitsipas,"6-3, 7-6, 7-6, 6-3, 6-2",169
M0527,US Open,2008,Semifinal,Hard,Pete Becker,Daniil Nadal,58,7,Daniil Nadal,"6-0, 6-3, 6-3, 6-4, 6-0",137
M0528,US Open,2017,First Round,Grass,Daniil Federer,Andy Federer,51,17,Andy Federer,"6-0, 7-6, 6-2, 7-6, 6-2",134
M0529,Wimbledon,2021,Quarterfinal,Clay,Andy Medvedev,Pete Djokovic,72,11,Pete Djokovic,"6-3, 6-0, 7-6",234
M0530,French Open,2020,First Round,Hard,Andy Alcaraz,Boris Becker,31,70,Andy Alcaraz,"6-0, 7-6, 6-2",130
M0531,French Open,2004,Third Round,Grass,Rafael Sampras,Roger Federer,6,94,Rafael Sampras,"7-6, 6-3, 6-4, 6-3, 6-4",126
M0532,French Open,2018,Final,Grass,Stefanos Djokovic,Rafael Alcaraz,5,54,Stefanos Djokovic,"6-2, 6-3, 7-5, 6-2, 6-2",135
M0533,Australian Open,2016,Third Round,Clay,John Federer,Daniil McEnroe,32,71,John Federer,"6-1, 7-6, 7-6",207
M0534,Australian Open,2002,Quarterfinal,Hard,Novak Becker,Daniil Medvedev,85,10,Daniil Medvedev,"6-1, 6-2, 6-2",99
M0535,French Open,2010,Second Round,Hard,Pete Sampras,Andy Medvedev,51,82,Pete Sampras,"6-4, 6-1, 6-3, 6-2",142
M0536,US Open,2008,First Round,Grass,Novak Medvedev,Daniil Medvedev,57,63,Novak Medvedev,"6-0, 7-5, 7-6, 6-0",149
M0537,French Open,2001,Final,Grass,Pete Murray,Roger Sampras,25,97,Pete Murray,"6-3, 6-2, 6-2, 6-1",135
M0538,Australian Open,2010,Third Round,Clay,Carlos Tsitsipas,John Becker,10,9,John Becker,"6-1, 6-3, 7-6, 7-5",222
M0539,Australian Open,2021,Quarterfinal,Clay,Andy Nadal,Pete Becker,74,100,Andy Nadal,"6-0, 6-2, 6-2",144
M0540,Australian Open,2022,Quarterfinal,Clay,Boris Murray,Roger Djokovic,76,84,Boris Murray,"6-2, 7-6, 7-6",131
M0541,Australian Open,2022,Semifinal,Clay,Novak Becker,John McEnroe,6,70,Novak Becker,"6-3, 7-5, 7-6, 6-3",143
M0542,French Open,2005,Second Round,Hard,Rafael Sampras,Novak McEnroe,26,25,Novak McEnroe,"6-4, 7-6, 6-3, 6-2",124
M0543,US Open,2012,Semifinal,Hard,Daniil Tsitsipas,Pete Nadal,100,63,Pete Nadal,"7-5, 6-0, 6-2, 7-6, 7-6",116
M0544,Wimbledon,2012,Quarterfinal,Grass,Andy Medvedev,Stefanos McEnroe,1,25,Andy Medvedev,"7-6, 6-0, 6-4, 7-5, 6-0",148
M0545,French Open,2011,Third Round,Clay,Roger Federer,Andy Tsitsipas,79,96,Roger Federer,"6-4, 6-3, 6-2, 6-0, 6-2",141
M0546,Wimbledon,2002,Semifinal,Grass,Roger Djokovic,Boris Medvedev,76,95,Roger Djokovic,"6-2, 6-3, 7-6, 6-3",175
M0547,US Open,2004,First Round,Clay,Stefanos Federer,Stefanos Murray,69,89,Stefanos Federer,"6-0, 6-0, 6-2",195
M0548,Wimbledon,2020,Semifinal,Grass,Carlos Tsitsipas,John Djokovic,96,90,John Djokovic,"6-4, 6-1, 6-1",150
M0549,French Open,2012,First Round,Grass,Stefanos Sampras,Andy Djokovic,13,90,Stefanos Sampras,"7-6, 7-6, 6-3",178
M0550,Wimbledon,2023,First Round,Grass,Stefanos Djokovic,Stefanos Murray,6,17,Stefanos Djokovic,"7-6, 7-5, 7-5, 7-5",151
M0551,French Open,2004,Semifinal,Grass,John Medvedev,Pete Nadal,85,82,Pete Nadal,"6-0, 6-2, 6-0",176
M0552,US Open,2011,Third Round,Hard,Novak Murray,Boris Sampras,38,2,Boris Sampras,"7-6, 7-5, 7-5, 7-5",118
M0553,Australian Open,2006,Final,Clay,Boris Djokovic,John Nadal,93,41,John Nadal,"6-4, 6-2, 6-4, 6-4, 7-6",240
M0554,French Open,2011,First Round,Clay,Rafael Sampras,Pete McEnroe,48,100,Rafael Sampras,"6-3, 6-0, 6-2, 6-1, 6-0",218
M0555,US Open,2004,Second Round,Hard,Rafael Sampras,Boris Sampras,8,21,Rafael Sampras,"6-3, 6-2, 7-6, 7-5, 6-4",92
M0556,French Open,2007,Third Round,Grass,Novak Alcaraz,Pete Becker,79,70,Pete Becker,"6-3, 6-1, 6-1, 6-4",104
M0557,Wimbledon,2008,Third Round,Grass,Novak Tsitsipas,Roger McEnroe,10,42,Novak Tsitsipas,"6-0, 6-3, 7-5, 6-2, 6-0",172
M0558,Australian Open,2019,Semifinal,Grass,Pete McEnroe,Daniil Nadal,32,61,Pete McEnroe,"6-4, 7-6, 6-0, 7-6, 7-5",167
M0559,Australian Open,2012,First Round,Hard,Rafael Nadal,Roger Nadal,59,83,Rafael Nadal,"6-0, 6-4, 7-6",149
M0560,French Open,2020,Third Round,Hard,Boris Nadal,Andy McEnroe,40,52,Boris Nadal,"6-1, 7-6, 7-5, 6-2",115
M0561,Australian Open,2019,Final,Grass,Daniil McEnroe,Roger Alcaraz,91,22,Roger Alcaraz,"6-2, 6-2, 6-3, 6-3, 7-5",126
M0562,French Open,2017,Semifinal,Clay,Novak Becker,Pete Sampras,93,10,Pete Sampras,"6-4, 6-0, 6-1",165
M0563,Australian Open,2019,Quarterfinal,Grass,Boris Medvedev,John Nadal,41,46,Boris Medvedev,"7-5, 6-3, 6-3, 6-2, 6-0",163
